Table Index,Row Index,Original English,Thai Translation,Status
1,1962, , ,Skipped/Protected
1,1963,Microbial Alteration: ,การเปลี่ยนแปลงของจุลินทรีย์:,Translated
1,1964,"In activated sludge processes, anaerobic digestion, and sludge treatment, microplastics can disrupt microbial communities. They may also leach hazardous substances, reducing the efficiency of microbial hydrolysis and acidification processes. ",ในกระบวนการตะกอนเร่ง การย่อยแบบไม่ใช้ออกซิเจน และการบำบัดตะกอน ไมโครพลาสติกสามารถทำลายชุมชนจุลินทรีย์ได้ นอกจากนี้ยังอาจชะล้างสารอันตราย ทำให้ประสิทธิภาพของกระบวนการไฮโดรไลซิสและกรดของจุลินทรีย์ลดลง,Translated
1,1965, , ,Skipped/Protected
1,1966,Membrane Fouling and Abrasion: ,การเปรอะเปื้อนของเมมเบรนและการเสียดสี:,Translated
1,1967,"Microplastics tend to fragment during wastewater treatment, generating nanoplastics that can block microfilters.  ",ไมโครพลาสติกมีแนวโน้มที่จะแตกเป็นชิ้นเล็ก ๆ ในระหว่างการบำบัดน้ำเสีย ทำให้เกิดนาโนพลาสติกที่สามารถปิดกั้นไมโครฟิลเตอร์ได้,Translated
1,1968, , ,Skipped/Protected
1,1969,"Due to their irregular shapes and sharp edges, microplastics can physically damage membranes.  ",เนื่องจากรูปร่างที่ไม่ปกติและขอบที่แหลมคม ไมโครพลาสติกจึงสามารถทำลายเมมเบรนได้ทางกายภาพ,Translated
1,1970, , ,Skipped/Protected
1,1971,Disinfection Resistance: ,ความต้านทานการฆ่าเชื้อ:,Translated
1,1972,"Microplastics can act as protective substrates for bacteria, enabling them to resist the disinfection process.",ไมโครพลาสติกสามารถทำหน้าที่เป็นสารตั้งต้นในการปกป้องแบคทีเรีย ทำให้พวกมันต้านทานกระบวนการฆ่าเชื้อได้,Translated
1,1973,Reduced Coagulation ,การแข็งตัวลดลง,Translated
1,1974, , ,Skipped/Protected
1,1975,Microplastics can: ,ไมโครพลาสติกสามารถ:,Translated
1,1976,Interact with coagulants (alum and ferric salts) ,ทำปฏิกิริยากับสารตกตะกอน (เกลือของสารส้มและเฟอร์ริก),Translated
1,1977,Reduce the availability of these coagulants for effective contaminant removal,ลดความพร้อมของสารตกตะกอนเหล่านี้เพื่อการกำจัดสิ่งปนเปื้อนอย่างมีประสิทธิภาพ,Translated
1,1978,CONTINUE,CONTINUE,Skipped/Protected
1,1979,CONTINUE,CONTINUE,Skipped/Protected
1,1980,Continue,CONTINUE,Translated
1,1981,Air Bubble Disruption ,การหยุดชะงักของฟองอากาศ,Translated
1,1982, , ,Skipped/Protected
1,1983,Microplastics can: ,ไมโครพลาสติกสามารถ:,Translated
1,1984,"Absorb contaminants and form agglomerates, altering particle size and density. ",ดูดซับสารปนเปื้อนและก่อตัวเป็นก้อน เปลี่ยนแปลงขนาดและความหนาแน่นของอนุภาค,Translated
1,1985,Disrupt the optimization of air bubble size required for efficient flotation.,ขัดขวางการเพิ่มขนาดฟองอากาศที่จำเป็นสำหรับการลอยตัวอย่างมีประสิทธิภาพ,Translated
1,1986,CONTINUE,CONTINUE,Skipped/Protected
1,1987,CONTINUE,CONTINUE,Skipped/Protected
1,1988,Continue,CONTINUE,Translated
1,1989,Clogging and Filtratiency ,การอุดตันและการกรอง,Translated
1,1990, , ,Skipped/Protected
1,1991,Microplastics can: ,ไมโครพลาสติกสามารถ:,Translated
1,1992,Pass through the anthracite layer and reach the silica bed. ,ผ่านชั้นแอนทราไซต์และไปถึงซิลิกาเบด,Translated
1,1993,"Adhere to the silica bed through hydrophilic interactions, causing clogging and reduced filtration performance.",ยึดติดกับซิลิกาเบดผ่านปฏิกิริยาที่ชอบน้ำ ทำให้เกิดการอุดตันและลดประสิทธิภาพการกรอง,Translated
1,1994,CONTINUE,CONTINUE,Skipped/Protected
1,1995,CONTINUE,CONTINUE,Skipped/Protected
1,1996,Continue,CONTINUE,Translated
1,1997,Microbial Alteration ,การเปลี่ยนแปลงของจุลินทรีย์,Translated
1,1998, , ,Skipped/Protected
1,1999,Microplastics can: ,ไมโครพลาสติกสามารถ:,Translated
1,2000,"Disrupt microbial communities in activated sludge processes, anaerobic digestion, and sludge treatment. ",ขัดขวางชุมชนจุลินทรีย์ในกระบวนการตะกอนเร่ง การย่อยแบบไม่ใช้ออกซิเจน และการบำบัดตะกอน,Translated
1,2001,"Leach hazardous substances, reducing the efficiency of microbial hydrolysis and acidification processes.",ชะล้างสารอันตราย ลดประสิทธิภาพของกระบวนการไฮโดรไลซิสของจุลินทรีย์และกระบวนการทำให้เป็นกรด,Translated
1,2002,CONTINUE,CONTINUE,Skipped/Protected
1,2003,CONTINUE,CONTINUE,Skipped/Protected
1,2004,Continue,CONTINUE,Translated
1,2005,Membrane Fouling and Abrasion ,การเปรอะเปื้อนของเมมเบรนและการเสียดสี,Translated
1,2006, , ,Skipped/Protected
1,2007,Microplastics can: ,ไมโครพลาสติกสามารถ:,Translated
1,2008,"Fragment during wastewater treatment, generating nanoplastics that block microfilters. ",การแยกส่วนระหว่างการบำบัดน้ำเสีย ทำให้เกิดนาโนพลาสติกที่ปิดกั้นไมโครฟิลเตอร์,Translated
1,2009,Damage membranes due to their irregular shapes and sharp edges.,สร้างความเสียหายให้กับเมมเบรนเนื่องจากรูปร่างที่ไม่ปกติและขอบที่แหลมคม,Translated
1,2010,CONTINUE,CONTINUE,Skipped/Protected
1,2011,CONTINUE,CONTINUE,Skipped/Protected
1,2012,Continue,CONTINUE,Translated
1,2013,Disinfection Resistance ,ความต้านทานการฆ่าเชื้อ,Translated
1,2014, , ,Skipped/Protected
1,2015,Microplastics can: ,ไมโครพลาสติกสามารถ:,Translated
1,2016,Act as protective substrates for bacteria. ,ทำหน้าที่เป็นสารตั้งต้นป้องกันแบคทีเรีย,Translated
1,2017,Enable bacteria to resist the disinfection process.,ช่วยให้แบคทีเรียต้านทานกระบวนการฆ่าเชื้อได้,Translated
1,2018,CONTINUE,CONTINUE,Skipped/Protected
1,2019,CONTINUE,CONTINUE,Skipped/Protected
1,2020,Continue,CONTINUE,Translated
1,2021,Waste Management Approach,แนวทางการจัดการของเสีย,Translated
1,2022,Waste Management Approach,แนวทางการจัดการของเสีย,Translated
1,2023,"We need a system-level approach that considers the bigger picture, because focusing only on solid waste management risks overlooking impacts on other sectors, such as sanitation and stormwater management.",เราต้องการแนวทางระดับระบบที่คำนึงถึงภาพที่ใหญ่กว่า เนื่องจากมุ่งเน้นไปที่ความเสี่ยงในการจัดการขยะมูลฝอยเท่านั้น โดยมองข้ามผลกระทบต่อภาคส่วนอื่นๆ เช่น การจัดการสุขาภิบาลและน้ำฝน,Translated
1,2024,Waste management demands a holistic approach; one that understands how plastics move across systems and media. ,การจัดการของเสียจำเป็นต้องมีแนวทางแบบองค์รวม ผู้ที่เข้าใจว่าพลาสติกเคลื่อนผ่านระบบและสื่ออย่างไร,Translated
1,2025,There is a need to shift from an integrated approach to a truly holistic approach to waste management.,มีความจำเป็นต้องเปลี่ยนจากแนวทางบูรณาการไปสู่แนวทางการจัดการขยะแบบองค์รวมอย่างแท้จริง,Translated
1,2026,"I believe this issue cannot be solved by treating solid waste, wastewater, or sanitation in isolation.",ฉันเชื่อว่าปัญหานี้ไม่สามารถแก้ไขได้ด้วยการบำบัดขยะ น้ำเสีย หรือสุขาภิบาลแบบแยกส่วน,Translated
1,2027,"You are right, Nisha. ",ถูกต้องครับคุณนิชา,Translated
1,2028,"Nisha: I believe this issue cannot be solved by treating solid waste, wastewater, or sanitation in isolation. We need a system-level approach that considers the bigger picture, because focusing only on solid waste management risks overlooking impacts on other sectors, such as sanitation and stormwater management. ",นิชา: ฉันเชื่อว่าปัญหานี้ไม่สามารถแก้ไขได้ด้วยการบำบัดขยะ น้ำเสีย หรือสุขาภิบาลแบบแยกส่วน เราต้องการแนวทางระดับระบบที่คำนึงถึงภาพที่ใหญ่กว่า เนื่องจากมุ่งเน้นไปที่ความเสี่ยงในการจัดการขยะมูลฝอยเท่านั้น โดยมองข้ามผลกระทบต่อภาคส่วนอื่นๆ เช่น การจัดการสุขาภิบาลและน้ำฝน,Translated
1,2029, , ,Skipped/Protected
1,2030,"Professor Malee: You are right, Nisha. Waste management demands a holistic approach; one that understands how plastics move across systems and media. There is a need to shift from an integrated approach to a truly holistic approach to waste management.",ศาสตราจารย์มาลี: ถูกต้องครับคุณนิชา การจัดการของเสียจำเป็นต้องมีแนวทางแบบองค์รวม ผู้ที่เข้าใจว่าพลาสติกเคลื่อนผ่านระบบและสื่ออย่างไร มีความจำเป็นต้องเปลี่ยนจากแนวทางบูรณาการไปสู่แนวทางการจัดการขยะแบบองค์รวมอย่างแท้จริง,Translated
1,2031,Waste Management Approach: From ‘Silo’ to ‘Holistic’,แนวทางการจัดการของเสีย: จาก 'ไซโล' สู่ 'องค์รวม',Translated
1,2032,Waste Management Approach: From ‘Silo’ to ‘Holistic’,แนวทางการจัดการของเสีย: จาก 'ไซโล' สู่ 'องค์รวม',Translated
1,2033,Holistic Waste Mangagment,การจัดการขยะแบบองค์รวม,Translated
1,2034,"In the early 2000s, integrated solutions was a popular option. ",ในช่วงต้นทศวรรษ 2000 โซลูชันแบบครบวงจรเป็นตัวเลือกยอดนิยม,Translated
1,2035, , ,Skipped/Protected
1,2036,Integrated Solid Waste Mangagment,การจัดการขยะมูลฝอยแบบบูรณาการ,Translated
1,2037,Water Waste  Management,การจัดการน้ำเสีย,Translated
1,2038,Solid Waste  Management,การจัดการขยะมูลฝอย,Translated
1,2039,Breaking the “Silo”  ,ทำลาย “ไซโล”,Translated
1,2040,Holistic Waste Management = Integrated waste management + Interlinkages/interconnectedness with waste forms  ,การจัดการขยะแบบองค์รวม = การจัดการขยะแบบบูรณาการ + ความเชื่อมโยง/ความเชื่อมโยงกับรูปแบบขยะ,Translated
1,2041,"Emphasizes the interconnectedness of solid waste, wastewater, sanitation, and gaseous wastes ",เน้นย้ำความเชื่อมโยงระหว่างขยะมูลฝอย น้ำเสีย สุขาภิบาล และขยะก๊าซ,Translated
1,2042,Holistic Waste Management = Putting the pieces together,การจัดการขยะแบบองค์รวม = การนำชิ้นส่วนมารวมกัน,Translated
1,2043,Silo approach ,วิธีการไซโล,Translated
1,2044,Facilitates “sector-specific” or specialist technology development ,"อำนวยความสะดวกในการพัฒนา ""เฉพาะภาค"" หรือเทคโนโลยีเฉพาะทาง",Translated
1,2045,Focuses on one waste stream only,มุ่งเน้นไปที่กระแสของเสียเพียงแห่งเดียวเท่านั้น,Translated
1,2046,"Professor Malee: In the early 2000s, integrated solutions were a popular approach. They typically focused on a single waste stream, such as Integrated Solid Waste Management or Integrated Water Management. This approach is largely “siloed,” facilitating sector-specific technological development. While it may work well for one stream or form of waste, it is not always the optimal solution. ","ศาสตราจารย์มาลี: ในช่วงต้นทศวรรษ 2000 โซลูชันแบบผสมผสานเป็นแนวทางที่ได้รับความนิยม โดยทั่วไปแล้วจะมุ่งเน้นไปที่กระแสของเสียเพียงแหล่งเดียว เช่น การจัดการขยะมูลฝอยแบบผสมผสาน หรือการจัดการน้ำแบบผสมผสาน แนวทางนี้ส่วนใหญ่เป็น ""แบบแยกส่วน"" เพื่ออำนวยความสะดวกในการพัฒนาเทคโนโลยีเฉพาะภาคส่วน แม้ว่ามันอาจจะใช้ได้ผลดีกับขยะประเภทเดียวหรือรูปแบบเดียว แต่ก็ไม่ใช่วิธีแก้ปัญหาที่ดีที่สุดเสมอไป",Translated
1,2047, , ,Skipped/Protected
1,2048,"Holistic waste management, by contrast, breaks these silos and offers an integrated approach to managing waste from multiple media. It emphasizes the interconnectedness of solid waste, wastewater, sanitation, and gaseous wastes. By encouraging a big-picture perspective, it enables a more comprehensive understanding of the system and can lead to new ways of framing and solving the problem.  ",ในทางตรงกันข้าม การจัดการขยะแบบองค์รวม ทำลายไซโลเหล่านี้และนำเสนอแนวทางบูรณาการในการจัดการขยะจากสื่อต่างๆ โดยเน้นย้ำถึงความเชื่อมโยงระหว่างขยะมูลฝอย น้ำเสีย สุขาภิบาล และขยะที่เป็นก๊าซ ด้วยการส่งเสริมมุมมองภาพใหญ่ จะช่วยให้มีความเข้าใจที่ครอบคลุมมากขึ้นเกี่ยวกับระบบ และสามารถนำไปสู่แนวทางใหม่ๆ ในการกำหนดกรอบและแก้ไขปัญหาได้,Translated
1,2049, , ,Skipped/Protected
1,2050,Narrator: You will learn more about these approaches in the following screens. ,ผู้บรรยาย: คุณจะได้เรียนรู้เพิ่มเติมเกี่ยวกับวิธีการเหล่านี้ในหน้าจอต่อไปนี้,Translated
1,2051,Integrated Solid Waste Management,การจัดการขยะมูลฝอยแบบบูรณาการ,Translated
1,2052,Integrated Solid Waste Management,การจัดการขยะมูลฝอยแบบบูรณาการ,Translated
1,2053,Integrated Solid Waste Management (ISWM),การจัดการขยะมูลฝอยแบบบูรณาการ (ISWM),Translated
1,2054,Viewing waste as a resource to be managed,การมองว่าของเสียเป็นทรัพยากรที่ต้องจัดการ,Translated
1,2055,Prioritizing Prevention  and Avoidance,จัดลำดับความสำคัญการป้องกันและการหลีกเลี่ยง,Translated
1,2056,"Maximizing Recycling, Reuse, and Segregation",เพิ่มการรีไซเคิล การใช้ซ้ำ และการแบ่งแยกสูงสุด,Translated
1,2057,Integrating Multiple Sustainability Dimensions,บูรณาการมิติความยั่งยืนหลายมิติ,Translated
1,2058,Engaging Diverse Stakeholders Through Cooperation ,การมีส่วนร่วมของผู้มีส่วนได้ส่วนเสียที่หลากหลายผ่านความร่วมมือ,Translated
1,2059,Select each principle to learn about it.,เลือกหลักธรรมแต่ละข้อเพื่อเรียนรู้เกี่ยวกับหลักธรรมนั้น,Translated
1,2060,"Professor Malee: Integrated Solid Waste Management, or the ISWM, represents a fundamental shift in how waste is perceived. Rather than treating waste as something to be discarded, ISWM recognizes it as a resource that must be managed through a well-organized and controlled waste stream. ",ศาสตราจารย์มาลี: การจัดการขยะมูลฝอยเชิงบูรณาการหรือ ISWM แสดงให้เห็นถึงการเปลี่ยนแปลงขั้นพื้นฐานในการรับรู้ถึงขยะ แทนที่จะถือว่าขยะเป็นสิ่งที่ต้องทิ้ง ISWM ตระหนักดีว่าขยะนั้นเป็นทรัพยากรที่ต้องได้รับการจัดการผ่านกระแสของเสียที่มีการจัดการและควบคุมอย่างดี,Translated
1,2061, , ,Skipped/Protected
1,2062,"Integrated Solid Waste Management focuses on prioritizing prevention and avoidance; maximizing recycling, reuse, and segregation; integrating multiple sustainability dimensions; and engaging diverse stakeholders through cooperation. ",การจัดการขยะมูลฝอยแบบบูรณาการมุ่งเน้นไปที่การจัดลำดับความสำคัญในการป้องกันและหลีกเลี่ยง เพิ่มการรีไซเคิล การใช้ซ้ำ และการแบ่งแยก บูรณาการมิติความยั่งยืนหลายมิติ และการมีส่วนร่วมของผู้มีส่วนได้ส่วนเสียที่หลากหลายผ่านความร่วมมือ,Translated
1,2063, , ,Skipped/Protected
1,2064,Select each principle to learn about it.  ,เลือกหลักธรรมแต่ละข้อเพื่อเรียนรู้เกี่ยวกับหลักธรรมนั้น,Translated
1,2065, , ,Skipped/Protected
1,2066,Prioritizing Prevention and Avoidance: ,การจัดลำดับความสำคัญของการป้องกันและการหลีกเลี่ยง:,Translated
1,2067,"Integrated Solid Waste Management places primary emphasis on waste prevention and avoidance, reducing the quantity of waste generated at the source before it enters the management system. ",การจัดการขยะมูลฝอยแบบบูรณาการให้ความสำคัญกับการป้องกันและหลีกเลี่ยงของเสียเป็นหลัก โดยลดปริมาณของเสียที่เกิดจากแหล่งกำเนิดก่อนที่จะเข้าสู่ระบบการจัดการ,Translated
1,2068, , ,Skipped/Protected
1,2069,"Maximizing Recycling, Reuse, and Segregation: ",เพิ่มประสิทธิภาพการรีไซเคิล การใช้ซ้ำ และการแยกส่วน:,Translated
1,2070,"Following prevention, Integrated Solid Waste Management focuses on maximizing recycling of used materials, promoting waste reuse, and ensuring proper sorting and separate collection of waste at the source to improve recovery and treatment outcomes. ",ตามการป้องกัน การจัดการขยะมูลฝอยแบบผสมผสานมุ่งเน้นไปที่การเพิ่มการรีไซเคิลวัสดุที่ใช้แล้ว ส่งเสริมการนำขยะกลับมาใช้ใหม่ และรับรองการคัดแยกที่เหมาะสมและการแยกขยะที่แหล่งที่มาเพื่อปรับปรุงผลลัพธ์การกู้คืนและการบำบัด,Translated
1,2071, , ,Skipped/Protected
1,2072,Integrating Multiple Sustainability Dimensions: ,การบูรณาการมิติความยั่งยืนหลายมิติ:,Translated
1,2073,"Integrated Solid Waste Management brings together technical solutions alongside environmental protection, public health considerations, and financial sustainability to ensure balanced and effective waste management systems. ",การจัดการขยะมูลฝอยแบบบูรณาการรวบรวมโซลูชันทางเทคนิคควบคู่ไปกับการปกป้องสิ่งแวดล้อม ข้อพิจารณาด้านสาธารณสุข และความยั่งยืนทางการเงิน เพื่อให้มั่นใจถึงระบบการจัดการขยะที่สมดุลและมีประสิทธิภาพ,Translated
1,2074, , ,Skipped/Protected
1,2075,Engaging Diverse Stakeholders Through Cooperation: ,การมีส่วนร่วมของผู้มีส่วนได้เสียที่หลากหลายผ่านความร่วมมือ:,Translated
1,2076,"Effective Integrated Solid Waste Management relies on the involvement of diverse stakeholders, including government bodies, non-governmental organizations, formal and informal actors, and both profit and non-profit institutions. Strong cooperation and collaborative relationships are essential for successful implementation.",การจัดการขยะมูลฝอยแบบบูรณาการที่มีประสิทธิผลต้องอาศัยการมีส่วนร่วมของผู้มีส่วนได้ส่วนเสียที่หลากหลาย รวมถึงหน่วยงานของรัฐ องค์กรพัฒนาเอกชน ผู้มีส่วนร่วมที่เป็นทางการและไม่เป็นทางการ และทั้งสถาบันที่แสวงหาผลกำไรและที่ไม่แสวงหากำไร ความร่วมมือที่เข้มแข็งและความสัมพันธ์ในการทำงานร่วมกันเป็นสิ่งจำเป็นสำหรับการดำเนินการที่ประสบความสำเร็จ,Translated
1,2077,Prioritizing Prevention and Avoidance,จัดลำดับความสำคัญการป้องกันและการหลีกเลี่ยง,Translated
1,2078,Integrated Solid Waste Management: ,การจัดการขยะมูลฝอยแบบบูรณาการ:,Translated
1,2079,Places primary emphasis on waste prevention and avoidance ,ให้ความสำคัญกับการป้องกันและหลีกเลี่ยงของเสียเป็นหลัก,Translated
1,2080,Reduces the quantity of waste generated at the source before it enters the management system,ลดปริมาณของเสียที่เกิดจากแหล่งกำเนิดก่อนที่จะเข้าสู่ระบบการจัดการ,Translated
1,2081,CONTINUE,CONTINUE,Skipped/Protected
1,2082,CONTINUE,CONTINUE,Skipped/Protected
1,2083,Continue,CONTINUE,Translated
1,2084,"Maximizing Recycling, Reuse, and Segregation",เพิ่มการรีไซเคิล การใช้ซ้ำ และการแบ่งแยกสูงสุด,Translated
1,2085,Integrated Solid Waste Management: ,การจัดการขยะมูลฝอยแบบบูรณาการ:,Translated
1,2086,Focuses on maximizing recycling of used materials ,มุ่งเน้นไปที่การเพิ่มการรีไซเคิลวัสดุที่ใช้แล้วให้สูงสุด,Translated
1,2087,Promotes waste reuse ,ส่งเสริมการนำขยะกลับมาใช้ใหม่,Translated
1,2088,Ensures proper sorting and separate collection of waste at the source to improve recovery and treatment outcomes,รับประกันการคัดแยกที่เหมาะสมและการแยกขยะที่แหล่งที่มาเพื่อปรับปรุงผลลัพธ์การนำกลับคืนและการบำบัด,Translated
1,2089,CONTINUE,CONTINUE,Skipped/Protected
1,2090,CONTINUE,CONTINUE,Skipped/Protected
1,2091,Continue,CONTINUE,Translated
1,2092,Integrating Multiple Sustainability Dimensions,บูรณาการมิติความยั่งยืนหลายมิติ,Translated
1,2093,Integrated Solid Waste Management: ,การจัดการขยะมูลฝอยแบบบูรณาการ:,Translated
1,2094,"Brings together technical solutions alongside environmental protection, public health considerations, and financial sustainability ",รวบรวมโซลูชันด้านเทคนิคควบคู่ไปกับการคุ้มครองสิ่งแวดล้อม ข้อพิจารณาด้านสาธารณสุข และความยั่งยืนทางการเงิน,Translated
1,2095,Ensures balanced and effective waste management systems,รับประกันระบบการจัดการขยะที่สมดุลและมีประสิทธิภาพ,Translated
1,2096,CONTINUE,CONTINUE,Skipped/Protected
1,2097,CONTINUE,CONTINUE,Skipped/Protected
1,2098,Continue,CONTINUE,Translated
1,2099,Engaging Diverse Stakeholders Through Cooperation ,การมีส่วนร่วมของผู้มีส่วนได้ส่วนเสียที่หลากหลายผ่านความร่วมมือ,Translated
1,2100,Integrated Solid Waste Management: ,การจัดการขยะมูลฝอยแบบบูรณาการ:,Translated
1,2101,"Relies on the involvement of diverse stakeholders: government bodies, non-governmental organizations, formal and informal actors, and both profit and non-profit institutions  ",อาศัยการมีส่วนร่วมของผู้มีส่วนได้ส่วนเสียที่หลากหลาย: หน่วยงานของรัฐ องค์กรพัฒนาเอกชน ผู้มีบทบาทที่เป็นทางการและไม่เป็นทางการ และทั้งสถาบันที่แสวงหาผลกำไรและที่ไม่แสวงหากำไร,Translated
1,2102,Recognizes the importance of strong cooperation and collaborative relationships for successful implementation,ตระหนักถึงความสำคัญของความร่วมมือที่เข้มแข็งและความสัมพันธ์ในการทำงานร่วมกันเพื่อการดำเนินการที่ประสบความสำเร็จ,Translated
1,2103,CONTINUE,CONTINUE,Skipped/Protected
1,2104,CONTINUE,CONTINUE,Skipped/Protected
1,2105,Continue,CONTINUE,Translated
1,2106,Holistic System Approach,แนวทางระบบแบบองค์รวม,Translated
1,2107,Holistic System Approach ,แนวทางระบบแบบองค์รวม,Translated
1,2108,Holistic System Approach for ,แนวทางระบบองค์รวมสำหรับ,Translated
1,2109, , ,Skipped/Protected
1,2110,WASTE MANAGEMENT,การจัดการของเสีย,Translated
1,2111,"Considers secondary pollutants arising from waste handling in one sector and released into multiple recipient media, including air, water, and soil",พิจารณามลพิษทุติยภูมิที่เกิดจากการจัดการขยะในภาคส่วนเดียวและปล่อยออกสู่สื่อผู้รับหลายราย รวมถึงอากาศ น้ำ และดิน,Translated
1,2112,"Recognizes inter-sectoral waste linkages between solid, liquid, and gaseous waste streams",ตระหนักถึงความเชื่อมโยงของเสียระหว่างภาคส่วนระหว่างกระแสของเสียที่เป็นของแข็ง ของเหลว และก๊าซ,Translated
1,2113,"Acknowledges interconnections among solid waste management, wastewater management, sanitation and stormwater management, and gaseous waste management systems",รับทราบถึงความเชื่อมโยงระหว่างการจัดการขยะมูลฝอย การจัดการน้ำเสีย การจัดการสุขาภิบาลและน้ำฝน และระบบการจัดการขยะที่เป็นก๊าซ,Translated
1,2114,"Integrates all waste streams and sectors  to support environmental protection,  public health, and long-term sustainability",บูรณาการกระแสของเสียและภาคส่วนทั้งหมดเพื่อสนับสนุนการปกป้องสิ่งแวดล้อม สาธารณสุข และความยั่งยืนในระยะยาว,Translated
1,2115,Environmental protection,การคุ้มครองสิ่งแวดล้อม,Translated
1,2116,Public health,สาธารณสุข,Translated
1,2117,Sustainability,ความยั่งยืน,Translated
1,2118,"Professor Malee: A holistic system approach considers secondary pollutants that arise from handling waste in one sector, but are released into multiple recipient media, such as air, water, and soil. ",ศาสตราจารย์มาลี: แนวทางระบบแบบองค์รวมพิจารณาถึงมลพิษทุติยภูมิที่เกิดขึ้นจากการจัดการขยะในภาคส่วนเดียว แต่ถูกปล่อยออกสู่ตัวกลางผู้รับหลายตัว เช่น อากาศ น้ำ และดิน,Translated
1,2119, , ,Skipped/Protected
1,2120,"It also recognizes inter-sectoral waste linkages between solid, liquid, and gaseous waste. ",นอกจากนี้ยังตระหนักถึงความเชื่อมโยงของเสียระหว่างภาคส่วนระหว่างของเสียที่เป็นของแข็ง ของเหลว และก๊าซ,Translated
1,2121, , ,Skipped/Protected
1,2122,"Solid waste management, wastewater management, sanitation and stormwater management, and gaseous waste management are all interconnected. ",การจัดการขยะมูลฝอย การจัดการน้ำเสีย การจัดการสุขาภิบาลและน้ำฝน และการจัดการขยะที่เป็นก๊าซ ล้วนเชื่อมโยงถึงกัน,Translated
1,2123, , ,Skipped/Protected
1,2124,"By integrating all waste streams and sectors, holistic waste management supports environmental protection, public health, and long-term sustainability.",ด้วยการบูรณาการกระแสของเสียและภาคส่วนทั้งหมด การจัดการของเสียแบบองค์รวมสนับสนุนการปกป้องสิ่งแวดล้อม สาธารณสุข และความยั่งยืนในระยะยาว,Translated
1,2125,Understanding Holistic Waste Management,ทำความเข้าใจการจัดการขยะแบบองค์รวม,Translated
1,2126,%sequence_ansopt1%,%sequence_ansopt1%,Skipped/Protected
1,2127,%sequence_ansopt2%,%sequence_ansopt2%,Skipped/Protected
1,2128,Understanding Holistic Waste Management,ทำความเข้าใจการจัดการขยะแบบองค์รวม,Translated
1,2129,"For each impact, select the multimedia interlinkage from the dropdown. When done, click SUBMIT.",สำหรับแต่ละผลกระทบ ให้เลือกการเชื่อมโยงมัลติมีเดียจากเมนูแบบเลื่อนลง เมื่อเสร็จแล้วให้คลิกส่ง,Translated
1,2130,Activities,กิจกรรม,Translated
1,2131,Impacts,ผลกระทบ,Translated
1,2132,Multimedia Interlinkages,การเชื่อมโยงมัลติมีเดีย,Translated
1,2133,Open Waste Disposal,การกำจัดขยะแบบเปิด,Translated
1,2134,Clogging Sewer System,ระบบระบายน้ำอุดตัน,Translated
1,2135,Air Pollution,มลพิษทางอากาศ,Translated
1,2136,Select…,เลือก…,Translated
1,2137,Air pollution,มลพิษทางอากาศ,Translated
1,2138,Water/sanitation pollution,มลพิษทางน้ำ/สุขาภิบาล,Translated
1,2139,Soil/land contamination,การปนเปื้อนในดิน/ดิน,Translated
1,2140,Waste Collection,การรวบรวมขยะ,Translated
1,2141,GHG Emissions and Air Pollutants,การปล่อยก๊าซเรือนกระจกและมลพิษทางอากาศ,Translated
1,2142,Select…,เลือก…,Translated
1,2143,Air pollution,มลพิษทางอากาศ,Translated
1,2144,Water/sanitation pollution,มลพิษทางน้ำ/สุขาภิบาล,Translated
1,2145,Soil/land contamination,การปนเปื้อนในดิน/ดิน,Translated
1,2146,Water and Sanitation pollution,มลพิษทางน้ำและสุขาภิบาล,Translated
1,2147,Land filling,การถมดิน,Translated
1,2148,Leachate  ,น้ำชะขยะ,Translated
1,2149,GHG Emissions,การปล่อยก๊าซเรือนกระจก,Translated
1,2150,Select…,เลือก…,Translated
1,2151,Air pollution,มลพิษทางอากาศ,Translated
1,2152,Water/sanitation pollution,มลพิษทางน้ำ/สุขาภิบาล,Translated
1,2153,Soil/land contamination,การปนเปื้อนในดิน/ดิน,Translated
1,2154,Select…,เลือก…,Translated
1,2155,Air pollution,มลพิษทางอากาศ,Translated
1,2156,Water/sanitation pollution,มลพิษทางน้ำ/สุขาภิบาล,Translated
1,2157,Soil/land contamination,การปนเปื้อนในดิน/ดิน,Translated
1,2158,Incineration,การเผา,Translated
1,2159,"Bottom Ash,  Fly Ash and Dioxins",เถ้าด้านล่าง เถ้าลอย และไดออกซิน,Translated
1,2160,Select…,เลือก…,Translated
1,2161,Air pollution,มลพิษทางอากาศ,Translated
1,2162,Water/sanitation pollution,มลพิษทางน้ำ/สุขาภิบาล,Translated
1,2163,Soil/land contamination,การปนเปื้อนในดิน/ดิน,Translated
1,2164,Soil and Land Pollution,มลพิษทางดินและที่ดิน,Translated
1,2165,Select…,เลือก…,Translated
1,2166,Air pollution,มลพิษทางอากาศ,Translated
1,2167,Water/sanitation pollution,มลพิษทางน้ำ/สุขาภิบาล,Translated
1,2168,Soil/land contamination,การปนเปื้อนในดิน/ดิน,Translated
1,2169,Composting or Anaerobic Digestion,การทำปุ๋ยหมักหรือการย่อยแบบไม่ใช้ออกซิเจน,Translated
1,2170,GHG Emissions ,การปล่อยก๊าซเรือนกระจก,Translated
1,2171,Soil Nutrients,ธาตุอาหารในดิน,Translated
1,2172,Select…,เลือก…,Translated
1,2173,Air pollution,มลพิษทางอากาศ,Translated
